source,activityid,facultyid,userid,work_title,year,publisher,publisher_location,isbn_print,doi,pages,page_count,authors,url,status
FAR,21517,111727002,111727002,"""Environment and War""",2019,Cambridge University Press,New York,,,249-267,,[],,"[{""id"": 21517, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 21517, ""status"": ""Accepted"", ""term"": ""Summer"", ""year"": 2018, ""termid"": ""2018/01"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 21517, ""status"": ""In Press"", ""term"": ""Spring"", ""year"": 2018, ""termid"": ""2017/03"", ""listingorder"": 5, ""completionorder"": 5}, {""id"": 21517, ""status"": ""In Progress"", ""term"": ""Spring"", ""year"": 2017, ""termid"": ""2016/03"", ""listingorder"": 1, ""completionorder"": 1}]"
FAR,21518,111727002,111727002,"""Nature as Material Culture: Antietam National Battlefield""",2018,University of North Carolina Press,"Chapel Hill, NC",,,nan,,[],,"[{""id"": 21518, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2018, ""termid"": ""2018/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 21518, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2017, ""termid"": ""2016/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 21518, ""status"": ""Submitted"", ""term"": ""Fall"", ""year"": 2016, ""termid"": ""2016/02"", ""listingorder"": 2, ""completionorder"": 2}]"
FAR,21836,111114394,111114394,"""Perverse Nature"": Anxieties of Animality and Environment in Charles Brockden Brown’s Edgar Huntly",2018,Routledge,,,9781138206458,21-35,,[],,"[{""id"": 21836, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2018, ""termid"": ""2017/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 21836, ""status"": ""Accepted"", ""term"": ""Summer"", ""year"": 2016, ""termid"": ""2016/01"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,21948,112110324,112110324,Petrology and geochronology of metamorphic zircon,2018,American Geophysical Union,,,,nan,,[],,"[{""id"": 21948, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2017, ""termid"": ""2016/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 21948, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,21949,112110324,112110324,Titanite petrochronology,2017,Mineralogical Society of America,,,,nan,,[],,"[{""id"": 21949, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2017, ""termid"": ""2016/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 21949, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,22119,111643332,111643332,Stephen Crane,2016,Gale Research,"Farmington Hills, MI",,,103-112,,[],,"[{""id"": 22119, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,22141,113024765,113024765,"""Of Rocks and Hard Places: Photography and Art Criticism at the Dawn of the 'Reagan Era'""",2024,Routledge Press,London,,,nan,,[],,"[{""id"": 22141, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 2, ""completionorder"": 2}, {""id"": 22141, ""status"": ""In Progress"", ""term"": ""Summer"", ""year"": 2015, ""termid"": ""2015/01"", ""listingorder"": 1, ""completionorder"": 1}]"
FAR,22245,111203681,111203681,Outreach and Marketing Using Twitter,2017,ALA TechSource,,,,Book chapter for Marketing Libraries with Technology: A How To Do It Guide (A LITA Guide). Role: Co-Principal,,[],,"[{""id"": 22245, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2018, ""termid"": ""2017/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 22245, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2017, ""termid"": ""2016/03"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,22275,114001406,114001406,Resistance to global agrifood and its limitations: Considering the gendered labor of food provisioning,2017,Routledge,London,,,"This paper will be presented at the International Rural Sociological Association annual meeting as a part of a mini-conference focused on considering resistance to agrifood, and its impediments. Papers presented at the mini-conference will be considered for inclusion in an edited volume to be published in 2017 and in a special issue of the International Journal of Sociology of Agriculture and Food. Role: Principal",,[],,"[{""id"": 22275, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2017, ""termid"": ""2017/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 22275, ""status"": ""Submitted"", ""term"": ""Fall"", ""year"": 2016, ""termid"": ""2016/02"", ""listingorder"": 2, ""completionorder"": 2}, {""id"": 22275, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 2, ""completionorder"": 2}]"
FAR,22437,111110214,111110214,"Witt, Stephanie L. and Brian Laurent, “Go Away Closer The Collision of Culture and Governance in the Great Basin” in Judd and Witt, Cities, Sagebrush and Solitude (under review).",2015,University of Nevada Press,"Reno, NV, USA",,,"The Great Basin covers vast territories of land, but all of it is part of one county or another. County government is the one form of government that touches all parts of the Great Basin territory. Based upon a centuries old model of independently elected citizen officials, county governments in the Great Basin face multiple challenges in providing services across such great expanses. Rural counties such as those in the Great Basin are in large part dependent upon federal paybacks and Payments in Lieu of Taxes (PILTs), yet the region has a strong tradition of resistance to big government. The chapter describes the limitations of financial dependence upon federal land management agency payments, property tax limits imposed by citizens and legislatures and the lack of capacity to meet these challenges among Great Basin county governments. Role: Principal",,[],,"[{""id"": 22437, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2015, ""termid"": ""2014/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23323,111698666,111698666,"The three critical components in the conservative treatment of juvenile osteochondritis dissecans (JOCD): Physician, Parent and Child",2001,Clinics in Sports Medicine/Saunders,,,,287-298,,[],,"[{""id"": 23323, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2001, ""termid"": ""2000/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23330,113153409,113153409,Understanding Civil War through Star Wars,2016,Routledge,,,,184-196,,[],,"[{""id"": 23330, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 23330, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2015, ""termid"": ""2014/03"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,23355,111110410,111110410,Acid Rain,2014,Sage Publications/CQ Press,,,,nan,,[],,"[{""id"": 23355, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23356,111110410,111110410,Linear Correlation and Regression,2008,Taylor and Francis,New York,,,427-453,,[],,"[{""id"": 23356, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2008, ""termid"": ""2008/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23357,111110410,111110410,Linear Correlation and Regression,1999,Marcel Dekker,New York,,,249-281,,[],,"[{""id"": 23357, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 1999, ""termid"": ""1999/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23358,111110410,111110410,Canadian Environmental Policy,2013,University of Toronto Press,,,,284-303,,[],,"[{""id"": 23358, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2013, ""termid"": ""2013/01"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23359,111110410,111110410,"Energy, the Environment, and the American West",2016,University of Colorado Press,,,,nan,,[],,"[{""id"": 23359, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2014, ""termid"": ""2013/03"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,23360,111110410,111110410,The Policy Process and the American West: An Environmental Perspective,1993,Kendall/Hunt,,,,25-Jul,,[],,"[{""id"": 23360, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 1993, ""termid"": ""1993/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23361,111110410,111110410,Canadian Environmental Policy,2016,University of Toronto Press,"Toronto, Ontario Canada",,,"This chapter covers several aspects of Canadian environmental policy. We examine constitutional features such as the internal federal-provincial relationship regarding the environment and the dominance of the provincial policy. The relationship between Canada and the United States also merits consideration. The dominance of the United States in its advocacy in environmental protection and Canada’s supportive role and eventual adjustment to the policy priorities of the United States is emphasized. We then focus on the domestic environmental policy-making process and public opinion about the importance of the environment in relation to other public policy concerns. Then we highlight the influential international role that Canada has played in creating and supporting multinational environmental agreements. Finally, we provide some future perspective on environmental policy-making in Canada.",,[],,"[{""id"": 23361, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2011, ""termid"": ""2011/02"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,23365,111110410,111110410,"Scientists, Politics, and Environmental Policymaking: The U.S.-Canadian Acid Rain Debate",1999,Handbook of Global Environmental Policy and Administration,,,,579-595,,[],http://scholarworks.boisestate.edu/pubadmin_facpubs/29,"[{""id"": 23365, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 1999, ""termid"": ""1998/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23366,111110410,111110410,The Policy Process and the American West: An Environmental Perspective,2007,Environmental Politics and Policy in the West,,,,18-Jan,,[],http://scholarworks.boisestate.edu/pubadmin_facpubs/8,"[{""id"": 23366, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2007, ""termid"": ""2006/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23367,111110410,111110410,County Government and the Public Lands: A Review of the County Supremacy Movement in Four Western States,1997,"Public Lands Management in the West: Citizens, Interest Groups and Values",,,,95-110,,[],http://scholarworks.boisestate.edu/pubadmin_facpubs/19,"[{""id"": 23367, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 1997, ""termid"": ""1996/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23368,111110410,111110410,The Correlates of Tolerance: Analyzing the Statewide Votes on Anti-Gay Initiatives,1997,Anti-Gay Rights: Assessing Voter Initiatives,,,,127-132,,[],http://scholarworks.boisestate.edu/pubadmin_facpubs/18,"[{""id"": 23368, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 1997, ""termid"": ""1996/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23386,112071180,112071180,Helping students become “math ready”,2013,Scarecrow Press,,,,nan,,[],,"[{""id"": 23386, ""status"": ""Work Discontinued"", ""term"": ""Spring"", ""year"": 2013, ""termid"": ""2012/03"", ""listingorder"": 7, ""completionorder"": 1}]"
FAR,23571,111110347,111110347,Theories of Intelligence,2010,Stepping on My Brother's Head and Other Secrets Your English Professor Never Told You: A College Reader,,,,nan,,[],http://scholarworks.boisestate.edu/english_facpubs/61,"[{""id"": 23571, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2010, ""termid"": ""2009/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23572,111110347,111110347,Learning to Trust the Twelfth Picture on the Rolll,2001,Heinemann/Boynton-Cook,"Portsmouth, NH",,,nan,,[],,"[{""id"": 23572, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2001, ""termid"": ""2000/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23586,111110347,111110347,Learning to Trust the Twelfth Picture on the Roll,2001,The Subject is Research,,,,nan,,[],http://scholarworks.boisestate.edu/english_facpubs/57,"[{""id"": 23586, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2001, ""termid"": ""2000/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23587,111110347,111110347,The Importance of Writing Badly,2001,Genre by Example,,,,nan,,[],http://scholarworks.boisestate.edu/english_facpubs/58,"[{""id"": 23587, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2001, ""termid"": ""2000/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23621,113116789,113116789,"Configuring The Other: The Detective and the Real in Satyajit Ray's Chiriakhana""",2013,Palgrave,,,9.78023e+12,67-90,,[],,"[{""id"": 23621, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23622,113116789,113116789,"""Reading Bhabha, Reading Lacan: Preliminary Notes on Colonial Anxiety""",2013,Seagull U.K. Press,,,,240-258,,[],,"[{""id"": 23622, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2013, ""termid"": ""2012/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23623,113116789,113116789,"“Globalization and the Cultural Imaginary: Constructions of Subjectivity, Freedom, & Enjoyment n Popular Indian Cinema”",2010,Anthem,,,,75-92,,[],,"[{""id"": 23623, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2010, ""termid"": ""2010/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23865,113171989,113171989,"Women in Business, Labor & Economics",2004,Libraries Unlimited,,http://digitalcommons.unl.edu/libraryscience/141,,nan,,[],,"[{""id"": 23865, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2004, ""termid"": ""2004/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23868,111113451,111113451,“I Don’t Know where I am. Boise - or the Basque Country: Diaspora Identity Travel and Tourism.”,2015,Transaction Publishers,,,978-1-4128-5676-8,83-113,,[],,"[{""id"": 23868, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2015, ""termid"": ""2014/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23869,111113451,111113451,Ongi Ettori: A Gathering of Homecomings. Personal and Ancestral Memory,2016,,,,,"Explanation of Other: chapter in proposed book, ""Tourism and Memories of Home: Roots Tourism, Homesick Tourism, Migrant Return Travel and Other Journeys in Search of Real and Symbolic Homes"" by ChANNEL VIEW publications",,[],,"[{""id"": 23869, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2015, ""termid"": ""2014/03"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,23870,111113451,111113451,John B. Archabal 1873-1945: A Portrait of an Immigrant Success Story,1999,University of Nevada Press,"Reno, Nevada",,,nan,,[],,"[{""id"": 23870, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 1999, ""termid"": ""1999/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23872,111113451,111113451,“Trails to Idaho”,2014,Boise State University,,,,14-29,,[],,"[{""id"": 23872, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2014, ""termid"": ""2013/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23873,111113451,111113451,Boise’s Wrigley Field,2014,Boise State University,,,,nan,,[],,"[{""id"": 23873, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2014, ""termid"": ""2013/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23877,111113451,111113451,Lorenzo's Letters: A Basque Immigrant's Experience in the American West,2007,"To Harvest, To Hunt: Stories of Resource Use in the American West",,,,74-91,,[],http://scholarworks.boisestate.edu/history_facpubs/32,"[{""id"": 23877, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2007, ""termid"": ""2006/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23892,111640423,111640423,Oil and Gas Development,1990,Pacific Research INstitute,,,978-0936488240,nan,,[],,"[{""id"": 23892, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 1990, ""termid"": ""1989/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23900,111673550,111673550,“Into Active Voice: Seeking Agency through Collaborative Scholarship.”,2014,,,,,"The marginal status of contingent faculty does not have to be a source of loneliness and dissatisfaction; through collaboration, it can be a source of opportunity and self-empowerment. This is the story of how we four contingent faculty began collaborating to improve our individual teaching, and from this discovered the support and motivation to expand beyond our day-to-day teaching into the realms of research and publishing. This resulted in a large professional development grant, numerous conference presentations, and published articles.",,[],,"[{""id"": 23900, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23901,111673550,111673550,Case Study on a High-Enrollment Freshman Seminar,2016,,,,,nan,,[],,"[{""id"": 23901, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 23901, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2015, ""termid"": ""2015/02"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,23936,112054227,112054227,Success factors impacting Latina/o persistence in higher education leading to STEM opportunities,2013,,,10.1007/s,,nan,,[],,"[{""id"": 23936, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23940,112054227,112054227,Instructional Leadership and English Language Teaching Through Problem-Based Learning,2011,Leadership and Management in English Language Teaching,,,,"Change is and will be an ongoing factor linking leadership, teacher education and a wide range of intellectual disciplines. English language teaching provides an overarching opportunity to impact success and serve as a catalyst for the expansion of ideas, technology and innovative accomplishments in the Gulf. As all eyes are on the Gulf and its connection to every country on earth, strong leadership in English language teaching leading to quality educational experiences designed to meet the unique needs of all learners is particularly valuable. Embracing English language learning, new technologies, and initiating change through proactive leadership will lead to relevant and purposeful accomplishments.",,[],http://scholarworks.boisestate.edu/cifs_facpubs/22,"[{""id"": 23940, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2011, ""termid"": ""2010/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23941,112054227,112054227,Gender differences in achievement and aptitude test results: Perspectives from the recent literature,2004,Prufrock Press,"Waco, Texas USA",,,179-190,,[],,"[{""id"": 23941, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2004, ""termid"": ""2004/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23942,112054227,112054227,Instructional leadership and English language teaching through problem-based learning,2011,,Dubai,,,81-90,,[],,"[{""id"": 23942, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2011, ""termid"": ""2011/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23963,112002659,112002659,Professionalization of the Discipline,2008,Idaho Coalition Against Sexual & Domestic Violence,"Boise, Idaho USA",,,nan,,[],,"[{""id"": 23963, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2008, ""termid"": ""2007/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23964,112002659,112002659,History of the Victims' Rights Movement,2007,Idaho Coalition Against Sexual & Domestic Violence,"Boise, Idaho USA",,,nan,,[],,"[{""id"": 23964, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2007, ""termid"": ""2006/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23976,112002659,112002659,Data Sources,2016,Aspen Publishers,"New York, NY",,13: 978-1454850960,"Solo author, peer-reviewed book chapter in edited volume.",,[],,"[{""id"": 23976, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2016, ""termid"": ""2016/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23977,112002659,112002659,History of the victims' rights movement,2016,Aspen Publishers,"New York, NY",,13: 978-1454850960,Co-author of peer reviewed chapter of edited textbook.,,[],,"[{""id"": 23977, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2016, ""termid"": ""2016/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23978,112002659,112002659,Professionalization of the discipline,2016,Aspen Publishers,"New York, NY",,13: 978-1454850960,"Co-authored, peer reviewed book chapter in edited volume.",,[],,"[{""id"": 23978, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2016, ""termid"": ""2016/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,23983,112002659,112002659,Current Issues in the Law and Women: What Would a Reasonable Woman Do?,2006,"Women, Law, and Social Control",,,,nan,,[],http://scholarworks.boisestate.edu/crimjust_facpubs/32,"[{""id"": 23983, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2006, ""termid"": ""2005/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,24000,111727002,111727002,"""Nature as Friction: Integrating Clausewitz into Environmental Histories of the Civil War""",2015,University of Georgia Press,,,,144-162,,[],,"[{""id"": 24000, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2015, ""termid"": ""2014/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,24001,111727002,111727002,"""The Department of Defense and Its Precursors: History, Responsibilities, and Policies (1770-Present)""",2014,DWJ Books,,,,243-254,,[],,"[{""id"": 24001, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,24015,111727002,111727002,Devouring the Land: Sherman's 1864-65 Campaigns,2009,Texas A & M University Press,,,,49-67,,[],http://scholarworks.boisestate.edu/history_facpubs/34,"[{""id"": 24015, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2009, ""termid"": ""2008/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,24016,111727002,111727002,"""War, from the Ground Up: Integrating Military and Environmental Histories""",2019,University of Alabama Press,"Tuscaloossa, AL",,978-0-8173-2001-0,nan,,[],,"[{""id"": 24016, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2019, ""termid"": ""2018/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 24016, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2017, ""termid"": ""2016/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 24016, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 2, ""completionorder"": 2}, {""id"": 24016, ""status"": ""Submitted"", ""term"": ""Fall"", ""year"": 2015, ""termid"": ""2015/02"", ""listingorder"": 2, ""completionorder"": 2}]"
FAR,24093,111110070,111110070,Canadian Environmental Policy,2016,University of Toronto Press,"Toronto, Ontario Canada",,,"This chapter covers several aspects of Canadian environmental policy. We examine constitutional features such as the internal federal-provincial relationship regarding the environment and the dominance of the provincial policy. The relationship between Canada and the United States also merits consideration. The dominance of the United States in its advocacy in environmental protection and Canada’s supportive role and eventual adjustment to the policy priorities of the United States is emphasized. We then focus on the domestic environmental policy-making process and public opinion about the importance of the environment in relation to other public policy concerns. Then we highlight the influential international role that Canada has played in creating and supporting multinational environmental agreements. Finally, we provide some future perspective on environmental policy-making in Canada.",,[],,"[{""id"": 24093, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2024, ""termid"": ""2023/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 24093, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2023, ""termid"": ""2022/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 24093, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 24093, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2011, ""termid"": ""2011/02"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,24095,111110070,111110070,Democracy,2001,Reader's Guide to the Social Sciences,,,,361-363,,[],http://scholarworks.boisestate.edu/polsci_facpubs/15,"[{""id"": 24095, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2001, ""termid"": ""2000/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,24096,111110070,111110070,"Globalization, Regimes, and Development",2002,Coping with Globalization: Cross-National Patterns in Domestic Governance and Policy Performance,,,,34-55,,[],http://scholarworks.boisestate.edu/polsci_facpubs/13,"[{""id"": 24096, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2002, ""termid"": ""2001/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,24097,111110070,111110070,Political Institutions in the United States,2008,Politics in North America: Redefining Continental Relations,,,,157-174,,[],http://scholarworks.boisestate.edu/polsci_facpubs/14,"[{""id"": 24097, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2008, ""termid"": ""2007/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,24156,111201769,111201769,"""Indentured Servitude as Colonial America's 'Semi-Slavery' Business in Sally Gunning's _Bound_",2013,Ashgate Press,"Burlington, Vermont US",,,nan,,[],,"[{""id"": 24156, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,24187,111351647,111351647,Conducting classroom assessment based in cognition: The case of proportional reasoning,2015,National Council for Teachers of Mathematics,"Reston, Virginia United States",,978-0-87353-923-4,209-218,,[],,"[{""id"": 24187, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2015, ""termid"": ""2014/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 24187, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,24188,111351647,111351647,Framing professional development that promotes mathematical thinking,2015,Cycloid Publications,"Elkhorn, Nebraska",,978-0-9966741-1-9,217-236,,[],http://1910 University Drive,"[{""id"": 24188, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2015, ""termid"": ""2015/01"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 24188, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,24194,111663911,111663911,Appendix C: Functional behavioral assessment and behavior support planning,2007,Paul Brookes,,,,255-270,,[],,"[{""id"": 24194, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2007, ""termid"": ""2007/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,24196,111663911,111663911,A family strengths approach to early language and literacy development,2011,Sage Publications,,,,343-354,,[],,"[{""id"": 24196, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2011, ""termid"": ""2011/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,24197,112003158,112003158,Game On! Teaching Foreign Language Online,2014,IGI Global,"Hershey, PA USA",,,nan,,[],http://www.igi-global.com/,"[{""id"": 24197, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2014, ""termid"": ""2013/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,24198,112090737,112090737,The reality of televised motherhood: The personal quest and feminine test of Kate Gosselin,2012,Lexington Books,"Lanham, Maryland United States",,978-0-7391-7708-2,p. 27-38,,[],,"[{""id"": 24198, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2012, ""termid"": ""2012/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,24199,112090737,112090737,"Eternal Life, Eternal Love: Gender, LDS doctrine, and the contemporary resurrection allegory of Breaking Dawn",2013,,,,,"Book cancelled by editor May 20, 2013.",,[],,"[{""id"": 24199, ""status"": ""Work Discontinued"", ""term"": ""Summer"", ""year"": 2013, ""termid"": ""2013/01"", ""listingorder"": 7, ""completionorder"": 1}]"
