activityid,facultyid,userid,fields__activity_type,fields__actual_projected_year_of_publication_presentation,fields__author,fields__author_editor_of_larger_work,fields__author_s,fields__author_s_editor_s,fields__book_title,fields__chapter_title,fields__co_contributor,fields__co_contributor_s,fields__conference_location,fields__conference_meeting_name,fields__contributor,fields__contributor_s,fields__copyright_patent_number_id,fields__date,fields__date_or_date_range,fields__date_published,fields__description_abstract,fields__doi,fields__edition,fields__if_patent_cooperation_treaty_list_nations,fields__if_patent_has_been_assigned_to_whom,fields__if_patent_has_been_licensed_to_whom,fields__inventor_s,fields__isbn,fields__isbn_issn,fields__isbn_issn_asin,fields__isbn_issn_asin_number,fields__issn,fields__issn_isbn,fields__issue,fields__issue_number,fields__issue_number_edition,fields__journal,fields__location_of_publisher_city_state_country,fields__month,fields__month_season,fields__name_of_conference,fields__name_of_performing_group,fields__name_of_venue,fields__name_of_venue_sponsor,fields__organization_if_applicable,fields__origin,fields__outlet_if_applicable,fields__page_number_or_number_of_pages,fields__page_numbers,fields__page_numbers_of_number_of_pages,fields__page_numbers_or_number_of_pages,fields__patent_nationality,fields__presenter_s,fields__publisher,fields__publisher_location,fields__pubmed_central_id_number,fields__sponsoring_organization,fields__title,fields__title_of_contribution,fields__title_of_contribution_if_applicable,fields__title_of_intellectual_property,fields__title_of_larger_work,fields__title_of_larger_work_if_applicable,fields__title_of_presentation,fields__title_of_review,fields__title_of_work,fields__type,fields__url,fields__venue_sponsor_location_city_state_country,fields__volume,fields__web_address,fields__work_exhibit_title,attachments,status,authors
25818,111116629,111116629,,2016.0,,Marianna Muravyeva,,,,"Chapter inDomestic Disturbances, Patriarchal Values: Violence, Family and Sexuality in Early Modern Europe, 1600-1900",,,,,,,,,,,, 978-1138934870,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Routledge, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25818, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 25818, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 4, ""completionorder"": 4}]","['Lubamersky, L. T.']"
25820,111116629,111116629,,2002.0,,,,,Women As Sites of Culture,The 'Wild Woman' in the Culture of the Polish-Lithuanian Commonwealth,,,,,,,,,,,"The image of the wild woman was constructed in Polish culture from the sixteenth to eighteenth centuries to provide a model of heroic, noble womanhood that would help perpetuate the power of the nobility to control the social, cultural, and economic life of the Commonwealth. The wild woman archetype situated noblewomen as Amazons: women warriors, hunters, and political strong women who possessed exceptional powers enabling them to hunt wild animals, lead armies in uprisings, and act heroically. Analyzing the memoirs, diaries, songs, and poetry of this period, the author concludes that the noblemen of the Polish-Lithuanian Commonwealth promoted the wild woman archetype as a cultural site of the unifying myth of the ""Sarmatian"" origin of nobility. The archetype was rooted in a specific, visible reality -- women were sighted hunting, commanding, and displaying heroism -- though their achievements were framed by men. The author characterizes the wild woman archetype not as a misogynistic discourse meant to marginalize strong women who might challenge patriarchal authority, but rather as one aspect of as ideology underlining the bravery, exceptional nature, and strength of the nobility of the Polish-Lithuanian Commonwealth.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,183-194,,,,,Women As Sites of Culture, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/history_facpubs/42,,[],"[{""id"": 25820, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2002, ""termid"": ""2002/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Lubamersky, L. T.']"
25821,111116629,111116629,,2003.0,,,,,Zhenshchiny na krayu Evropy,The Patronage System and Women's Political Activity in the Polish-Lithuanian Commonwealth in the 18th Century,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,23-44,,,,,Zhenshchiny na krayu Evropy, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/history_facpubs/41,,[],"[{""id"": 25821, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2003, ""termid"": ""2002/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Lubamersky, L. T.']"
25822,111116629,111116629,,2005.0,,,,,The Irish in the San Francisco Bay Area: Essays on Good Fortune,"Women in Irish Dance in San Francisco, 1900-1935",,,,,,,,,,,"Irish step dance is an ancient art form revived in its modern incarnation by the Gaelic League in the late nineteenth and early twentieth centuries. Many of the features of Irish dancing as it is done today are characteristics shared by ""Gaelic dancing,"" as it was called in San Fransisco in the period from 1900-1935.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,131-146,,,,,The Irish in the San Francisco Bay Area: Essays on Good Fortune, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/history_facpubs/39,,[],"[{""id"": 25822, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2005, ""termid"": ""2004/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Lubamersky, L. T.']"
25827,111669980,111669980,,2013.0,,Daniel A. Nathan,,,"Rooting for the Home Team: Sport, Community, and Identity",Girls' six-player basketball: The essence of small-town life in Iowa,,,,,,,,,,,,978-0-252-03761-0,,,,,,,,,,,,,,,,,,,,,,,,Other,,,80-92,,,,,University of Illinois Press, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25827, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Schultz, J.', 'Lucas, S. M.']"
25828,111669980,111669980,,2010.0,,,,,"Fame to Infamy: Race, Sport, and the Fall from Grace","Lost in Translation: Voice, Masculinity, Race, and the 1998 Home Run Chase",,,,,,,,,,,"After being exalted for their athletic performance and sportsmanship in the 1998 home run chase, Mark McGwire and Sammy Sosa slowly lost their place on the pedestal reserved for baseball heroes and, specifically, in this case, home run sluggers. A succession of controversies, allegations, investigations, and exposés have pelted away at the base onto which Bag Mac and Slammin' Sammy have been hoisted during the feel-good 1998 session. This chapter will explore the elevation of Sosa and McGwire during the 1998 season and the subsequent denigration of the two players' reputations. Although these two men shared the spotlight during the home run chase and have since had their sporting achievements tainted by similar allegations of steroid use, the discourses surrounding them have diverged in significant ways. During the 1998 season, for example, McGwire was exalted as a father, a family man, and an advocate for child abuse prevention, while Sosa was routinely highlighted for his comedic persona, good-natured relationship with the press, and devotion to his mother in the Dominican Republic. When confronted with suspicions of steroid use in the ensuing years, both men suffered a loss of voice -- a loss featured prominently in mainstream media. Yet this loss of voice generated different meanings for each player. A collective disappointment in McGwire registered in media coverage of the steroid speculation and investigations, while derision and disdain dominated many reports about Sosa. I explore the relationship between their loss of voice and masculinity, race, power and privilege. An analysis of mainstream media coverage shows that similar to the home run chase, media discourse concerning the suspicion of illegal performance-enhancing drugs highlighted Sosa's racial identity, while McGwire's racial identity remained unnamed.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,61-75,,,,,"Fame to Infamy: Race, Sport, and the Fall from Grace", ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/kinesiology_facpubs/43,,[],"[{""id"": 25828, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2010, ""termid"": ""2009/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Lucas, S. M.']"
25878,111728011,111728011,,2001.0,,C. M. Roller,,,Learning to teach reading: Setting the research agenda ,Transitions into Teaching: Learning to Write in teacher education and beyond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,80-99,,,,,International Reading Association,"Newark, DE ",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25878, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2001, ""termid"": ""2001/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Grossman, P.', 'Valencai, S.', 'Evans, K.', 'Thompson, C.', 'Martin, S.', 'Place, N.']"
25879,111728011,111728011,,2016.0,,"D. Litt, S. Martin & N. Place",,,Promising Practices in Literacy Teacher Education,Centers as an instructional approach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25879, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2012, ""termid"": ""2012/02"", ""listingorder"": 4, ""completionorder"": 4}]","['Martin, S.', 'Cahill, M. A.']"
25880,111728011,111728011,,2014.0,,"Litt, D, Martin, S., Place, N.",,,Literacy Teacher Education: Principals and effective practices,Genre-based Writing Portfolios,,,,,,,,,,,,978 1-4625-1832,,,,,,,,,,,,,,,,,,,,,,,,Other,,,111-116,,,,,Guilford, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25880, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Martin, S.', 'Dismuke, C.']"
25881,111728011,111728011,,2014.0,,"Litt, D, Martin, S., Place, N.",,,Literacy Teacher Education: Principals and effective practices,Composing and decomposing: Understanding the  	 complexities of writing processes with play-doh and other visual representations,,,,,,,,,,,,978 1-4625-1832,,,,,,,,,,,,,,,,,,,,,,,,Other,,,119-123,,,,,Guilford, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25881, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Martin, S.', 'Dismuke, C.']"
25882,111728011,111728011,,2014.0,,"Litt, D, Martin, S., Place, N.",,,Literacy Teacher Education: Principals and effective practices,Multi-genre Project in Content Area Writing,,,,,,,,,,,,978 1-4625-1832,,,,,,,,,,,,,,,,,,,,,,,,Other,,,127-138,,,,,Guilford, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25882, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Martin, S.', 'Dismuke, C.']"
25883,111728011,111728011,,2013.0,,"K.E. Pytash, R.E. Ferdig, & T.V. Rasinski",,,Preparing teachers to teach writing using technolog, Engaging teachers in digital products and processes: Interview feature articles. . ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,ETC Press, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25883, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Martin, S.', 'Dismuke, C.']"
25884,111728011,111728011,,2002.0,,E. Mirochnik & D. Sherman,,,"Passion and Pedagogy: Relation, Creation, and Transformation in Teaching",Intertwining of voice and structure: Reflections on teaching and learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,301-316,,,,,Peter Lang Publishing,New York USA,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25884, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2002, ""termid"": ""2002/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Martin, S.']"
25887,111728011,111728011,,2012.0,,J. Richards & C. Lassonde,,,Writing Strategies for All Students in Grades 4-8: 	Scaffolding Students’ Independent Writing through Learner-Centered Mini-Lessons. , Using Genre Charts to Guide Planning and Writing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Corwin Press,"Thousand Oaks, CA USA",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25887, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2012, ""termid"": ""2012/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Horn, G.', 'Martin, S.']"
25890,111728011,111728011,,2011.0,,,,,Investigating University-School Partnerships: A Volume in Professional Development School Research,"Negotiating Complex Relationships in School-University Partnerships: Befuddled, Bewildered, and Even Bemused",,,,,,,,,,,"In this chapter, findings from a collaborative self-study of teacher educators working within professional development school (PSD) or professional partnership site contexts are explored. The complexities and tensions involved in building and strengthening school-university partnerships and the navigation and emphasis on relationship building are described. The role of liaisons and partnership building are considered as pivotal factors of inputs with a view toward cultivating high quality teachers.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,249-268,,,,,Investigating University-School Partnerships: A Volume in Professional Development School Research, ,,,,,,,,,,,,Chapter,,,4,http://scholarworks.boisestate.edu/cifs_facpubs/69,,[],"[{""id"": 25890, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2011, ""termid"": ""2010/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Franklin Torrez, C. A.', 'Snow-Gerono, J. L.', 'Martin, S.']"
25892,111728011,111728011,,2014.0,,,,,,Text-Level Processes,,,,,,,,,,,"
Explanation of Other:  Literacy Teacher Education: Principles and Effective Practices",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25892, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Tysseling, L. A.', 'Martin, S.', 'Litt, D. G.', 'Place, N. A.', 'Durham, J.', 'Dutro, E.']"
25893,111728011,111728011,,2014.0,,,,,,Text-Level Processes,,,,,,,,,,,"
Explanation of Other:  Literacy Teacher Education: Principles and Effective Practices",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25893, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Tysseling, L. A.', 'Martin, S.', 'Litt, D. G.', 'Place, N. A.', 'Durham, J.', 'Dutro, E.']"
25896,113027151,113027151,,2017.0,,"Kandybowicz, Jason and Harold Torrence ",,,Africa’s Endangered Languages: Documentary and Theoretical Approaches,Acoustic and Aerodynamic Data for Somali Chizigula Stops,,,,,,,,,,,"Somali Chizigula (G311; xma; also Mushungulu) is an endangered language spoken in Somalia and by Somali-Bantu refugees abroad. The Somali-Bantu are descendants of Tanzanian Kizigua (G31; ziw) speakers who have been estranged from their homeland since the 18th century. Little is known of the Somali variety, and literature on the Tanzanian variety is mostly limited to its tonology (Kenstowicz 1989; Kenstowicz & Kisseberth, 1990; Kisseberth, 1992). This paper reports acoustic and aerodynamic data collected to accurately describe stops in Somali Chizigula. Findings include a contrast between voiced aspirated plosives and implosives, as well as the complete devoicing of the nasal portion of the voiceless prenasalized stop. However, aerodynamic data confirms nasal airflow during the nasal, leading to our assessment of the current state of prenasalized stops in the language as not having undergone effacement, as in other Bantu languages.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Oxford University Press, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25896, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2017, ""termid"": ""2016/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 25896, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2015, ""termid"": ""2015/02"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 25896, ""status"": ""Submitted"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 2, ""completionorder"": 2}]","['Temkin Martinez, M.', 'Rosenbaum, V.']"
25926,111111715,111111715,,2016.0,,Adam Soward,,,Idaho's Place,Confluence of Rivers: Idaho's Indian Peoples,,,,,,,,,,,"
Explanation of Other:  In press",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,25 pages,,,,,University of Washington Press, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25926, ""status"": ""Accepted"", ""term"": ""Summer"", ""year"": 2012, ""termid"": ""2012/01"", ""listingorder"": 4, ""completionorder"": 4}]","['McCarl, R. S.']"
25927,111111715,111111715,,2005.0,,Mary Clearman Blew,,,Forged in Fire: Essays by Idaho Writers,Black Butte Jump,,,,,,,,,,,"Instead of wearing peace signs or shoulder-length hair and making a pilgrimage to Haight Ashbury, I spent the summer of 1968 wearing White logging boots and running five miles every morning, getting ready for my last summer of smokejumping.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,195-204,,,,,Forged in Fire: Essays by Idaho Writers, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/sociology_facpubs/20,,[],"[{""id"": 25927, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2005, ""termid"": ""2004/03"", ""listingorder"": 6, ""completionorder"": 6}]","['McCarl, R. S.']"
25929,111111715,111111715,,2003.0,,,,,Latinos in Idaho: Celebrando Cultura,"Eva Castellanoz: ""A Healing...It Just Comes Your Way, Unless You Say No""",,,,,,,,,,,"Eva Castellanoz is a curandera -- a healer-- who has raised ten children, labored as a farmworker, and been recognized nationally as a cultural healer.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,49-66,,,,,Latinos in Idaho: Celebrando Cultura, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/sociology_facpubs/22,,[],"[{""id"": 25929, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2003, ""termid"": ""2002/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Castellanoz, E.', 'McCarl, R. S.']"
25930,111111715,111111715,,2000.0,,,,,Worldviews and  the American West: The Life of the Place Itself,Visible Landscapes/Invisible People: Negotiating the Power of Representation in a Mining Community,,,,,,,,,,,"On May 26 1996, two demolitions experts from Morrison-Knudsen set charges under the gigantic stacks of the former Bunker Hill smelter in Kellogg, Idaho. A contest was held to determine who would push the button and send the stacks plummeting to the ground. Lining the freeway, front porches, and rooftops of the denuded hillsides were thousands of people who came to watch the spectacle. Among them were two important factions in the community: One faction comprised those who were there to cheer the destruction of the corporate and industrial symbol that to many of the mining and union families of the Coeur d'Alenes, represented a union-busting, corporate form of greed and callousness toward human life that had characterized this valley since the latter part of the nineteenth century. The other group represented at the ""Blow the Stacks"" rally had lobbied hard to keep the EPA and the state from going through with their plans. This group, made up of chamber of commerce activists, preservationists, and business people who rely heavily upon the tourist trade, wanted to preserve the still-carcinogenic stacks so that they could be turned into an interpretive site for tourists. They sought the establishment of a landmark that would portray the positive aspects of the mining industry in the Silver Valley. The button was pushed; the stacks were blown and buried where they fell. A chapter in the history of this contested landscape is closed, while the cultural issues dividing the community continue.
My goal in this discussion is to examine in some detail the origin, development, and current disposition of the opposing cultural perspectives outlined above.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,211-226,,,,,Worldviews and  the American West: The Life of the Place Itself, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/sociology_facpubs/23,,[],"[{""id"": 25930, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2000, ""termid"": ""1999/03"", ""listingorder"": 6, ""completionorder"": 6}]","['McCarl, R. S.']"
25932,111669995,111669995,,2014.0,,Julie Chappell and Kaley Kramer,,,Women during the English Reformations: Renegotiating Gender and Religious Identity,Elizabeth Cary and Intersections of Catholicism and Gender in Early Modern England,,,,,,,,,,,"Critics celebrate Elizabeth Cary, Viscountess Falkland’s literary corpus for its challenge to traditional stereotypes of women and re-evaluation of women’s roles within marriage. Alternatively, historians laud Cary’s life choices as heroic among Catholic recusants. This essay embarks in a new direction, interweaving Elizabeth Cary’s writings with the correspondence of other members of the Cary family to investigate how intersections between faith and gender inspired Cary’s writings and actions. Cary’s experience offers insights into the struggles of other English Catholic women who faced irreconcilable conflicts between the fulfillment of feminine social roles and defense of religious beliefs. Such Catholics unintentionally participated in re-negotiating rules dictating appropriate masculine and feminine behavior, revealing a process by which religious conflict interacted with evolving gender roles in the volatile environment of Reformation England, changing both.",9.78114E+12,,,,,,,,,,,,,,,,,,,,,,,,Other,,,26,,,,,, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25932, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]","['McClain, L.']"
25971,111669855,111669855,,2010.0,,Alexandra Columbus,,,,The Clump-McDonald Student Entitlement Scale,,,,,,,,,,,"Discusses the development, psychometric properties, and use of the Clump-McDonald Student Entitlement Scale.",978-1-60741-551-0,,,,,,,,,,,,,,,,,,,,,,,,Other,,,24-Jan,,,,,Nova Science Publishers, ,,,,,,,,,,,,Chapter,,,"Advances in Psychology Research, Volume 61",https://www.novapublishers.com/catalog/product_info.php?products_id=9996,,[],"[{""id"": 25971, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2010, ""termid"": ""2010/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Clump, M. A.', 'McDonald, T.']"
25972,111669855,111669855,,2010.0,,Sylvia J. Egan,,,,"Post-traumatic stress disorder in refugee communities: The importance of culturally sensitive screening, diagnosis, and treatment.",,,,,,,,,,,"Post-traumatic stress disorder (PTSD) is a severe anxiety disorder that can develop after exposure to any event which results in psychological trauma. This event may involve the threat of death to oneself or to someone else, or to one's own or someone else's physical, sexual, or psychological integrity, overwhelming the individual's psychological defenses. This book presents and discusses topical data on PTSD including: PTSD in refugee communities; linking juvenile delinquency to PTSD; psychosocial factors contributing to resilience in the aftermath of potentially traumatic events in adulthood; genetic markers in suicidal and non-suicidal veterans with combat-related post-traumatic stress disorder; conventional and new treatments for PTSD; and others.",978-1-61668-526-3,,,,,,,,,,,,,,,,,,,,,,,,Other,,,Jan-32,,,,,Nova Science Publishers, ,,,,,,,,,,,,Chapter,,,"Post-traumatic stress disorder (PTSD): Causes, symptoms, and treatment ",https://www.novapublishers.com/catalog/product_info.php?products_id=11554,,[],"[{""id"": 25972, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2010, ""termid"": ""2010/02"", ""listingorder"": 6, ""completionorder"": 6}]","['McDonald, T.', 'Sand, J. N.']"
25985,111110648,111110648,,2010.0,,"Foreman-Wernet, L., & Dervin, B.",,,Audiences and the arts: communication perspectives ,Resituating the audience concept of communication: lessons from the audience-commodity critique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,151-172,,,,,Hampton Press, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25985, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2010, ""termid"": ""2010/02"", ""listingorder"": 6, ""completionorder"": 6}]","['McLuskie Jr, C. E.']"
25986,111110648,111110648,,2011.0,,"Fortner, R.S., & Fackler, P.M.",,,The handbook of global communication and media ethics,Media ethics as panoptic discourse: A Foucauldian view,,,,,,,,,,,,978-1-4051-8812-8,,,,,,,,,,,,,,,,,,,,,,,,Other,,,364-375,,,,,Blackwell, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25986, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2011, ""termid"": ""2010/03"", ""listingorder"": 6, ""completionorder"": 6}]","['McLuskie Jr, C. E.']"
25987,111110648,111110648,,2013.0,,"Fortner, Robert S.; Fackler, P. Mark",,,The handbook of global communication and media ethics (2vols),Media ethics as panoptic discourse: A Foucauldian view,,,,,,,,,,,"
Explanation of Other:  Blackwell Handbook od global media ethics-2nd edition",978-1-118-72137-7,,,,,,,,,,,,,,,,,,,,,,,,Other,,,364-375,,,,,, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25987, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]","['McLuskie Jr, C. E.']"
25988,111110648,111110648,,2012.0,,Gale/Cengage,,,Nineteenth-Century Literature Criticism,Reading Humboldt through the theory of communicative action: the democratic potential of symbolic interaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,178-192,,,,,Layman,"Columbia, SC ",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25988, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2012, ""termid"": ""2011/03"", ""listingorder"": 6, ""completionorder"": 6}]","['McLuskie Jr, C. E.']"
25989,111110648,111110648,,2016.0,,"Kinnebock, S.; Schwarzenegger, C.; & Birkner, T.",,,Theorien des Medienwandels,Kritische Theorie und Medienwandel: Verdunkelung der Öffentlichkeit durch die Medien-Optimistisch Augen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Halem Verlag, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25989, ""status"": ""Accepted"", ""term"": ""Summer"", ""year"": 2013, ""termid"": ""2013/01"", ""listingorder"": 4, ""completionorder"": 4}]","['McLuskie Jr, C. E.']"
25990,111110648,111110648,,2010.0,,"Littlejohn, S., & Foss, K.",,,Encyclopedia of communication theory,Power and power relations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,782-786,,,,,Sage, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25990, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2010, ""termid"": ""2009/03"", ""listingorder"": 6, ""completionorder"": 6}]","['McLuskie Jr, C. E.']"
25991,111110648,111110648,,2012.0,,"Manca, L.",,,Utopian Images and Narratives in Advertising: Dreams for Sale,Living in Worlds We'd Like to Live In: Capitalist Utopias in an Age of Counterfactuality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,251-259,,,,,Utopian Images and Narratives in Advertising: Dreams for Sale, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/communication_facpubs/43,,[],"[{""id"": 25991, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2012, ""termid"": ""2012/02"", ""listingorder"": 6, ""completionorder"": 6}]","['McLuskie Jr, C. E.']"
25996,111110360,111110360,,2011.0,,AMAP,,,"Snow, Water, Ice and Permafrost in the Arctic (SWIPA): Climate Change and the Cryosphere","Changing Lake and River Ice Regimes: Trends, Effects and Implications",,,,,,,,,,,,978-82-7971-071-4,,,,,,,,,,,,,,,,,,,,,,,,Other,,,52 pages,,,,,Arctic Monitoring and Assessment Programme (AMAP), ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25996, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2011, ""termid"": ""2011/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Prowse, T. D.', 'Alfredsen, K.', 'Beltaos, S.', 'Bonsal, B.', 'Duguay, C.', 'Korhola, A.', 'McNamara, J. P.', 'Vincent, W. F.', 'Vuglinsky, V.', 'Weyhenmeyer, G. A.']"
25997,111110360,111110360,,2012.0,,"Michael Church, Pascale M. Biron and Andre Roy",,,"Gravel-bed Rivers: Processes, Tools, Environments, First Edition",Is There a Northern Signature on Fluvial Form?,,,,,,,,,,,,9.78047E+12,1,,,,,10.1002/9781119952497.ch38,,,,,,,,,,,,,,,,,,Other,,,,,,,,"John Wiley & Sons, Ltd", ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 25997, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2012, ""termid"": ""2011/03"", ""listingorder"": 6, ""completionorder"": 6}]","['McNamara, J. P.']"
26001,113079943,113079943,,2008.0,,,,,Applied Psychology Research Trends,Improving Performance in an Ongoing Learning Endeavor:  The Complementary Roles of Approach-goal Orientations as Explained by Interest and Effort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,161-182,,,,,Hauppauge, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 26001, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2008, ""termid"": ""2008/02"", ""listingorder"": 6, ""completionorder"": 6}]","['McNatt, D. B.', 'Hirschfeld, R. R.']"
